"","X","geo_id1","geo_id2","state","less_than_9th","X9th_to_12th","hs_grad","some_col","associates","bachelors","graduate","at_least_hs_grad","at_least_bachelors","poverty_less_than_hs_grad","poverty_hs_grad","poverty_some_college_assoc","poverty_at_least_bachelors","Abbreviation","year","x.rfbmi5","se"
"437",437,"0400000US32",32,"Nevada",5.9,8.3,28.3,25.8,8.1,15.6,8.1,85.8,23.7,21.4,13.4,9.9,5.8,"NV",2017,0.656732909,0.012176689
"438",438,"0400000US33",33,"New Hampshire",2.2,4.9,28,18.8,10,22.3,13.8,92.8,36,17.5,8.6,6.5,3.1,"NH",2017,0.648801012,0.01019433
"439",439,"0400000US34",34,"New Jersey",5.1,5.7,27.9,16.6,6.5,23.4,14.7,89.2,38.1,22.4,11.5,8,3.5,"NJ",2017,0.625634473,0.008400057
"440",440,"0400000US35",35,"New Mexico",6.5,8.5,26.4,23.5,8.2,15.1,11.8,85,26.9,34,18.9,14.8,6.6,"NM",2017,0.652079492,0.0090616
"441",441,"0400000US36",36,"New York",6.5,7.4,26.3,15.9,8.7,19.9,15.4,86.1,35.3,29,15,10.7,5.2,"NY",2017,0.612884429,0.006566184
"442",442,"0400000US37",37,"North Carolina",4.9,8.2,26.1,21.7,9.3,19.2,10.6,86.9,29.9,29.8,15.4,11.2,4.2,"NC",2017,0.669286489,0.009380298
"443",443,"0400000US38",38,"North Dakota",3.3,4.4,27.1,22.7,13.5,21.1,7.8,92.3,28.9,21.1,10.9,7.5,3.3,"ND",2017,0.693606234,0.008228159
"444",444,"0400000US39",39,"Ohio",2.9,7.3,33.6,20.5,8.5,17,10.2,89.8,27.2,28.2,13.4,11,3.9,"OH",2017,0.679802423,0.006767719
"445",445,"0400000US40",40,"Oklahoma",4.2,8.3,31.5,23.6,7.6,16.6,8.3,87.5,24.8,26.6,15.2,11.1,4.3,"OK",2017,0.706012708,0.007843256
"446",446,"0400000US41",41,"Oregon",3.8,6,23.4,25.8,8.7,20.1,12.2,90.2,32.3,25.1,15.1,11.8,5.8,"OR",2017,0.645021117,0.008171227
"447",447,"0400000US42",42,"Pennsylvania",3.3,6.8,35.6,16.1,8.2,18.3,11.8,89.9,30.1,25.3,12.4,9.2,4,"PA",2017,0.670993205,0.00799777
"448",448,"0400000US44",44,"Rhode Island",5.5,7.2,27.9,18.1,8.3,19.8,13.1,87.3,33,25.1,12.8,9.8,4.1,"RI",2017,0.648592923,0.010133627
"449",449,"0400000US45",45,"South Carolina",4.5,9,29.4,20.8,9.3,17.2,9.8,86.5,27,30,15.5,10.6,4.3,"SC",2017,0.680987953,0.00667756
"450",450,"0400000US46",46,"South Dakota",3.4,5.2,30.5,21.8,11.3,19.5,8.3,91.4,27.8,28.9,12.3,9.6,4.1,"SD",2017,0.677389431,0.011494735
"451",451,"0400000US47",47,"Tennessee",5.1,8.4,32.6,20.9,7,16.5,9.6,86.5,26.1,29.5,15.7,10.5,4.3,"TN",2017,0.682708459,0.009330399
"452",452,"0400000US48",48,"Texas",8.7,8.5,25.1,22.1,6.9,18.8,9.9,82.8,28.7,26.7,14.4,9.6,4.2,"TX",2017,0.694429469,0.009287149
"453",453,"0400000US49",49,"Utah",2.9,5.4,22.8,26.8,9.7,21.5,11,91.8,32.5,19.9,10.5,7.6,4.4,"UT",2017,0.605810249,0.006593621
"454",454,"0400000US50",50,"Vermont",2.6,5.2,29.6,17.4,8.5,21.8,15,92.3,36.8,22.8,11.4,9,4.5,"VT",2017,0.626442735,0.009074294
"455",455,"0400000US51",51,"Virginia",4.5,6.5,24.3,19.7,7.5,21.5,16.1,89,37.6,21.9,11.9,8.2,3.3,"VA",2017,0.663165637,0.007465123
"456",456,"0400000US53",53,"Washington",3.8,5.3,22.5,24,9.9,21.7,12.7,90.8,34.5,23,12.7,9.9,4.3,"WA",2017,0.621754743,0.005957009
"457",457,"0400000US54",54,"West Virginia",4.7,9.4,40.6,18.5,6.9,12,7.9,85.9,19.9,29.2,15.3,12.4,4.6,"WV",2017,0.716636943,0.008220009
"458",458,"0400000US55",55,"Wisconsin",2.8,5.5,31.3,20.9,10.5,19.2,9.9,91.7,29,23.9,10.9,8.6,3.7,"WI",2017,0.67304495,0.009181596
"459",459,"0400000US56",56,"Wyoming",1.8,5.4,28.7,26.4,10.9,17.4,9.3,92.8,26.7,20.7,10.7,7.9,3.9,"WY",2017,0.646888616,0.009643739
